catch_id,date,site,species,sex,length_cm,weight_kg,gear,vessel,depth_m,water_temp_c,legal_size,value_aud
C0705,2024-06-06,Michaelmas Cay,Spanish Mackerel,F,76.3,3.65,line,FV-012,21.6,27.8,True,65.7
C1476,2024-06-07,Fitzroy Reef,Grass Emperor,F,40.8,1.02,line,FV-027,25.7,27.9,True,15.3
C1100,2024-06-07,Cairns Inlet,Barramundi,U,59.6,3.13,net,FV-041,29.7,27.2,True,68.86
C1756,2024-06-07,Fitzroy Reef,Red Emperor,U,59.3,3.14,line,FV-058,17.4,27.1,True,81.64
C1522,2024-06-07,Michaelmas Cay,Barramundi,F,60.3,2.7,line,FV-088,13.8,27.4,True,59.4
C0388,2024-06-07,Green Island,Barramundi,M,61.6,3.05,trap,FV-027,5.7,27.9,True,67.1
C1614,2024-06-07,Cairns Inlet,Mangrove Jack,M,49.2,1.63,trap,FV-058,14.2,27.9,True,32.6
C1113,2024-06-08,Cairns Inlet,Coral Trout,U,46.5,1.34,trap,FV-088,7.1,27.1,True,37.52
C0017,2024-06-08,Fitzroy Reef,Red Emperor,U,50.4,1.64,line,FV-034,11.9,26.7,True,42.64
C0044,2024-06-09,Cairns Inlet,Grass Emperor,F,22.5,0.15,spear,FV-034,31.1,27.9,False,2.25
C1012,2024-06-09,Trinity Bay,Mangrove Jack,F,35.2,0.6,line,FV-041,35.7,27.4,True,12.0
C1803,2024-06-09,Cairns Inlet,Mangrove Jack,F,47.3,1.56,line,FV-027,23.0,27.0,True,31.2
C1590,2024-06-10,Frankland Islands,Mangrove Jack,U,53.5,2.18,spear,FV-041,36.6,25.9,True,43.6
C1514,2024-06-10,Michaelmas Cay,Red Emperor,F,48.9,1.78,trap,FV-088,30.6,26.9,True,46.28
C0437,2024-06-11,Green Island,Grass Emperor,M,29.9,0.4,trap,FV-058,11.6,27.6,True,6.0
C0274,2024-06-12,Fitzroy Reef,Coral Trout,M,43.8,1.1,trap,FV-088,43.7,26.8,True,30.8
C0064,2024-06-12,Michaelmas Cay,Barramundi,M,53.5,2.17,spear,FV-034,38.8,27.3,False,47.74
C1172,2024-06-12,Green Island,Spanish Mackerel,F,92.6,6.45,net,FV-034,12.6,27.1,True,116.1
C1286,2024-06-13,Trinity Bay,Red Emperor,M,40.0,0.96,trap,FV-063,15.8,27.0,False,24.96
C1569,2024-06-13,Fitzroy Reef,Barramundi,U,61.6,2.98,trap,FV-034,4.0,27.2,True,65.56
C1506,2024-06-13,Michaelmas Cay,Barramundi,M,63.3,4.07,line,FV-034,29.6,26.5,True,89.54
C0291,2024-06-14,Fitzroy Reef,Coral Trout,F,39.4,0.9,line,FV-088,27.3,26.4,True,25.2
C1635,2024-06-15,Frankland Islands,Barramundi,M,71.2,5.79,line,FV-041,29.7,26.9,True,127.38
C1935,2024-06-15,Cairns Inlet,Barramundi,M,58.8,2.89,line,FV-041,32.2,26.8,True,63.58
C1798,2024-06-15,Fitzroy Reef,Coral Trout,M,42.6,1.1,trap,FV-041,36.6,27.7,True,30.8
C0553,2024-06-16,Green Island,Grass Emperor,M,31.2,0.41,spear,FV-012,38.9,28.1,True,6.15
C0452,2024-06-16,Frankland Islands,Mangrove Jack,F,30.5,0.33,spear,FV-071,12.6,26.5,False,6.6
C0715,2024-06-17,Frankland Islands,Red Emperor,M,79.3,8.17,net,FV-041,20.4,27.0,True,212.42
C1856,2024-06-17,Fitzroy Reef,Red Emperor,F,55.4,2.59,line,FV-071,38.2,27.4,True,67.34
C1331,2024-06-17,Fitzroy Reef,Spanish Mackerel,M,88.5,6.42,line,FV-012,37.8,26.6,True,115.56
C0202,2024-06-17,Fitzroy Reef,Mangrove Jack,M,32.6,0.54,trap,FV-041,37.6,,False,10.8
C1641,2024-06-17,Green Island,Coral Trout,F,46.4,1.26,line,FV-012,38.8,26.3,True,35.28
C0226,2024-06-18,Trinity Bay,Barramundi,M,64.4,3.98,trap,FV-063,33.8,26.3,True,87.56
C0179,2024-06-18,Trinity Bay,Mangrove Jack,F,51.3,2.13,trap,FV-012,35.8,27.1,True,42.6
C1802,2024-06-18,Trinity Bay,Mangrove Jack,U,45.2,1.4,trap,FV-012,13.6,26.8,True,28.0
C1727,2024-06-18,Fitzroy Reef,Coral Trout,M,41.3,0.94,spear,FV-088,5.0,26.8,True,26.32
C0400,2024-06-18,Green Island,Barramundi,F,62.7,3.54,trap,FV-012,32.5,27.0,True,77.88
C0398,2024-06-19,Frankland Islands,Coral Trout,M,48.2,1.7,net,FV-027,34.9,26.0,True,47.6
C1090,2024-06-19,Green Island,Coral Trout,U,44.9,1.06,trap,FV-027,8.0,25.6,True,29.68
C0429,2024-06-21,Cairns Inlet,Coral Trout,F,38.8,0.72,line,FV-088,3.6,26.4,True,20.16
C0772,2024-06-21,Michaelmas Cay,Red Emperor,M,51.8,1.88,trap,FV-027,18.9,25.9,True,48.88
C1574,2024-06-21,Fitzroy Reef,Coral Trout,F,53.4,1.95,line,FV-088,25.8,26.1,True,54.6
C1349,2024-06-21,Cairns Inlet,Barramundi,M,58.7,2.82,line,FV-063,40.8,26.0,True,62.04
C1093,2024-06-22,Fitzroy Reef,Coral Trout,F,39.1,0.81,line,FV-034,37.5,25.3,True,22.68
C0525,2024-06-22,Michaelmas Cay,Coral Trout,U,58.3,2.87,net,FV-088,41.7,25.2,True,80.36
C1552,2024-06-22,Frankland Islands,Barramundi,F,68.3,4.77,line,FV-027,24.8,26.7,True,104.94
C0755,2024-06-22,Frankland Islands,Red Emperor,U,59.9,2.83,line,FV-058,21.8,27.1,True,73.58
C0539,2024-06-24,Fitzroy Reef,Coral Trout,M,50.9,1.73,line,FV-034,5.4,26.0,True,48.44
C1850,2024-06-24,Michaelmas Cay,Barramundi,M,62.1,2.97,line,FV-063,3.6,25.3,True,65.34
C0762,2024-06-24,Michaelmas Cay,Mangrove Jack,M,42.2,1.11,line,FV-071,8.9,26.3,True,22.2
C1869,2024-06-24,Fitzroy Reef,Red Emperor,U,53.7,2.06,line,FV-041,12.8,26.7,True,53.56
C1484,2024-06-24,Trinity Bay,Grass Emperor,U,31.9,0.49,line,FV-088,43.8,26.3,True,7.35
C0840,2024-06-24,Michaelmas Cay,Coral Trout,F,44.3,1.16,spear,FV-071,11.8,26.5,True,32.48
C1961,2024-06-25,Fitzroy Reef,Coral Trout,U,43.7,1.25,line,FV-027,41.9,27.2,True,35.0
C0418,2024-06-25,Frankland Islands,Coral Trout,F,28.1,0.31,spear,FV-034,9.7,25.5,False,8.68
C1212,2024-06-25,Fitzroy Reef,Mangrove Jack,F,48.5,1.45,net,FV-034,4.4,25.6,True,29.0
C1599,2024-06-26,Fitzroy Reef,Spanish Mackerel,M,78.4,4.34,net,FV-088,8.8,26.4,True,78.12
C1572,2024-06-26,Fitzroy Reef,Barramundi,F,68.7,4.15,net,FV-027,25.9,26.7,True,91.3
C1715,2024-06-27,Trinity Bay,Red Emperor,M,57.7,2.45,trap,FV-058,44.4,25.5,True,63.7
C0117,2024-06-27,Green Island,Mangrove Jack,U,26.4,0.23,spear,FV-063,7.1,26.7,False,4.6
C0230,2024-06-27,Fitzroy Reef,Grass Emperor,M,39.9,1.11,line,FV-058,27.1,26.5,True,16.65
C1750,2024-06-27,Trinity Bay,Barramundi,F,79.1,8.05,line,FV-063,15.9,26.1,True,177.1
C1568,2024-06-28,Green Island,Red Emperor,M,53.9,2.22,line,FV-027,18.6,25.9,True,57.72
C0194,2024-06-28,Fitzroy Reef,Spanish Mackerel,F,83.8,5.03,net,FV-071,25.3,25.6,True,90.54
C1550,2024-06-28,Michaelmas Cay,Barramundi,F,64.0,3.9,net,FV-058,18.2,25.7,True,85.8
C1929,2024-06-29,Michaelmas Cay,Spanish Mackerel,U,82.8,5.24,net,FV-041,31.5,25.8,True,94.32
C1420,2024-06-29,Fitzroy Reef,Coral Trout,M,44.6,1.19,line,FV-088,6.3,25.4,True,33.32
C1838,2024-06-29,Michaelmas Cay,Grass Emperor,M,48.9,1.78,net,FV-088,40.5,26.5,True,26.7
C0234,2024-06-29,Michaelmas Cay,Barramundi,F,54.3,2.23,spear,FV-063,36.1,25.9,False,49.06
C1390,2024-06-29,Frankland Islands,Barramundi,U,71.2,5.28,line,FV-034,19.1,26.1,True,116.16
C0739,2024-06-30,Frankland Islands,Red Emperor,U,53.8,2.01,line,FV-063,3.9,25.8,True,52.26
C1334,2024-07-01,Trinity Bay,Spanish Mackerel,M,88.7,5.92,trap,FV-063,10.2,26.2,True,106.56
C1114,2024-07-01,Fitzroy Reef,Mangrove Jack,U,46.1,1.15,net,FV-034,32.8,26.3,True,23.0
C0878,2024-07-01,Cairns Inlet,Grass Emperor,M,36.1,0.76,line,FV-041,40.1,25.9,True,11.4
C0602,2024-07-01,Fitzroy Reef,Grass Emperor,F,42.0,1.23,line,FV-058,35.6,26.4,True,18.45
C0206,2024-07-02,Green Island,Coral Trout,F,58.7,2.84,line,FV-071,22.8,25.3,True,79.52
C1069,2024-07-02,Green Island,Coral Trout,F,52.6,1.89,line,FV-088,10.4,25.6,True,52.92
C1823,2024-07-03,Cairns Inlet,Mangrove Jack,M,30.7,0.45,spear,FV-034,40.4,24.6,False,9.0
C1437,2024-07-03,Fitzroy Reef,Red Emperor,U,67.9,5.01,line,FV-063,11.5,25.3,True,130.26
C1144,2024-07-03,Cairns Inlet,Coral Trout,F,52.2,2.02,spear,FV-088,41.3,26.0,True,56.56
C0013,2024-07-04,Frankland Islands,Mangrove Jack,F,37.0,0.72,net,FV-058,36.3,25.7,True,14.4
C0631,2024-07-04,Fitzroy Reef,Coral Trout,F,49.4,1.71,line,FV-034,27.0,24.7,True,47.88
C1866,2024-07-04,Frankland Islands,Barramundi,F,65.3,3.62,line,FV-012,18.6,25.8,True,79.64
C0081,2024-07-05,Cairns Inlet,Barramundi,F,58.4,3.28,line,FV-041,8.9,26.1,True,72.16
C1094,2024-07-05,Cairns Inlet,Barramundi,U,68.8,4.47,line,FV-041,16.8,25.4,True,98.34
C0205,2024-07-05,Frankland Islands,Mangrove Jack,F,42.4,1.09,net,FV-012,24.1,27.0,True,21.8
C0757,2024-07-06,Cairns Inlet,Barramundi,M,63.1,3.17,net,FV-058,15.2,25.3,True,69.74
C1197,2024-07-06,Trinity Bay,Mangrove Jack,U,35.9,0.63,net,FV-058,4.9,25.0,True,12.6
C1819,2024-07-07,Michaelmas Cay,Grass Emperor,M,31.6,0.47,line,FV-071,38.8,26.5,True,7.05
C1696,2024-07-07,Michaelmas Cay,Coral Trout,M,38.1,0.84,line,FV-012,14.7,25.5,True,23.52
C1339,2024-07-08,Cairns Inlet,Barramundi,M,65.1,3.84,spear,FV-034,19.2,26.0,True,84.48
C1248,2024-07-08,Cairns Inlet,Spanish Mackerel,M,82.7,4.55,line,FV-012,36.6,25.5,True,81.9
C1527,2024-07-08,Cairns Inlet,Mangrove Jack,U,50.8,1.71,trap,FV-027,27.9,25.7,True,34.2
C0164,2024-07-08,Frankland Islands,Red Emperor,F,58.3,2.42,spear,FV-034,22.4,25.5,True,62.92
C0312,2024-07-09,Trinity Bay,Spanish Mackerel,U,71.6,2.96,line,FV-088,16.5,26.1,False,53.28
C0198,2024-07-09,Cairns Inlet,Barramundi,M,66.1,4.35,trap,FV-012,26.4,25.8,True,95.7
C2000,2024-07-09,Michaelmas Cay,Coral Trout,M,56.0,2.77,net,FV-034,38.4,25.9,True,77.56
C0863,2024-07-09,Michaelmas Cay,Coral Trout,M,51.2,1.78,line,FV-088,29.8,25.3,True,49.84
C0944,2024-07-09,Green Island,Mangrove Jack,M,52.4,2.01,spear,FV-088,44.7,25.9,True,40.2
C1922,2024-07-09,Green Island,Barramundi,M,71.4,4.9,spear,FV-063,19.7,25.1,True,107.8
C1785,2024-07-10,Frankland Islands,Grass Emperor,M,36.5,0.73,line,FV-088,30.9,25.7,True,10.95
C1936,2024-07-11,Trinity Bay,Red Emperor,F,53.1,2.44,net,FV-088,10.8,26.0,True,63.44
C0807,2024-07-11,Trinity Bay,Mangrove Jack,U,31.7,0.42,trap,FV-034,10.3,,False,8.4
C0067,2024-07-12,Frankland Islands,Red Emperor,F,52.7,2.44,trap,FV-063,34.8,25.5,True,63.44
C0237,2024-07-12,Cairns Inlet,Coral Trout,F,48.9,1.37,spear,FV-041,39.0,26.0,True,38.36
C1305,2024-07-12,Frankland Islands,Coral Trout,U,38.7,0.81,trap,FV-088,11.6,26.2,True,22.68
C1938,2024-07-12,Cairns Inlet,Red Emperor,F,54.9,2.39,line,FV-012,5.5,26.4,True,62.14
C1705,2024-07-12,Cairns Inlet,Coral Trout,M,49.7,1.3,line,FV-071,43.0,25.8,True,36.4
C0127,2024-07-12,Trinity Bay,Coral Trout,M,47.6,1.62,spear,FV-034,38.4,26.1,True,45.36
C0785,2024-07-13,Trinity Bay,Mangrove Jack,U,46.7,1.32,line,FV-012,30.4,24.5,True,26.4
C0609,2024-07-14,Fitzroy Reef,Mangrove Jack,F,39.5,0.73,line,FV-041,29.6,25.2,True,14.6
C1760,2024-07-14,Fitzroy Reef,Grass Emperor,F,37.5,0.77,spear,FV-012,21.1,25.4,True,11.55
C0963,2024-07-14,Fitzroy Reef,Barramundi,M,68.6,4.97,line,FV-034,24.3,26.0,True,109.34
C1824,2024-07-14,Trinity Bay,Coral Trout,U,37.7,0.75,line,FV-071,14.9,25.2,False,21.0
C1713,2024-07-14,Trinity Bay,Red Emperor,M,50.8,2.13,line,FV-063,10.5,24.7,True,55.38
C0515,2024-07-15,Trinity Bay,Grass Emperor,F,37.0,0.8,line,FV-088,34.6,24.7,True,12.0
C0057,2024-07-15,Cairns Inlet,Spanish Mackerel,F,81.3,4.76,trap,FV-071,17.4,25.3,True,85.68
C1759,2024-07-15,Michaelmas Cay,Mangrove Jack,F,45.2,1.43,line,FV-088,42.9,25.5,True,28.6
C0613,2024-07-15,Trinity Bay,Spanish Mackerel,M,88.5,5.3,line,FV-063,32.8,25.9,True,95.4
C1730,2024-07-16,Frankland Islands,Grass Emperor,M,24.9,0.21,line,FV-041,31.3,24.8,False,3.15
C0045,2024-07-16,Cairns Inlet,Coral Trout,F,44.8,1.19,spear,FV-058,33.3,25.0,True,33.32
C0157,2024-07-17,Fitzroy Reef,Coral Trout,M,62.4,3.51,net,FV-012,7.4,26.0,True,98.28
C1615,2024-07-17,Trinity Bay,Red Emperor,F,56.8,3.01,trap,FV-041,37.0,25.0,True,78.26
C1808,2024-07-17,Fitzroy Reef,Spanish Mackerel,F,69.4,3.1,trap,FV-041,25.2,26.1,False,55.8
C0952,2024-07-17,Michaelmas Cay,Coral Trout,F,49.6,1.52,net,FV-041,26.7,24.5,True,42.56
C1498,2024-07-17,Frankland Islands,Coral Trout,M,43.0,1.21,trap,FV-041,37.5,24.6,True,33.88
C1816,2024-07-18,Frankland Islands,Grass Emperor,F,29.0,0.37,net,FV-034,28.7,25.8,True,5.55
C0580,2024-07-18,Trinity Bay,Mangrove Jack,M,40.1,0.95,line,FV-058,43.7,24.8,True,19.0
C1558,2024-07-18,Frankland Islands,Coral Trout,F,35.2,0.64,net,FV-058,39.8,24.7,False,17.92
C0345,2024-07-18,Cairns Inlet,Mangrove Jack,U,37.5,0.75,trap,FV-041,27.8,24.7,True,15.0
C1149,2024-07-19,Cairns Inlet,Coral Trout,F,35.1,0.64,net,FV-071,40.0,24.9,False,17.92
C0793,2024-07-19,Frankland Islands,Spanish Mackerel,M,82.2,4.55,line,FV-027,13.0,26.0,True,81.9
C0152,2024-07-20,Green Island,Mangrove Jack,U,36.7,0.62,line,FV-027,17.7,25.3,True,12.4
C0698,2024-07-20,Frankland Islands,Barramundi,F,60.4,3.59,net,FV-041,26.0,24.7,True,78.98
C0178,2024-07-21,Michaelmas Cay,Barramundi,M,64.4,3.38,net,FV-034,9.8,25.1,True,74.36
C1928,2024-07-21,Trinity Bay,Mangrove Jack,F,45.2,1.25,line,FV-058,32.1,25.2,True,25.0
C1923,2024-07-21,Green Island,Barramundi,F,52.9,1.9,spear,FV-071,23.1,24.5,False,41.8
C1700,2024-07-22,Fitzroy Reef,Mangrove Jack,U,32.4,0.52,spear,FV-034,4.1,24.4,False,10.4
C0340,2024-07-22,Fitzroy Reef,Coral Trout,U,44.4,1.21,trap,FV-063,42.7,24.9,True,33.88
C0458,2024-07-22,Cairns Inlet,Coral Trout,F,44.3,1.17,line,FV-071,40.5,24.5,True,32.76
C1034,2024-07-23,Fitzroy Reef,Spanish Mackerel,F,73.9,3.32,spear,FV-034,29.6,25.5,False,59.76
C1695,2024-07-23,Trinity Bay,Red Emperor,F,52.9,1.88,net,FV-063,34.0,26.2,True,48.88
C1147,2024-07-23,Fitzroy Reef,Coral Trout,M,42.4,1.14,spear,FV-063,31.3,25.3,True,31.92
C0319,2024-07-24,Michaelmas Cay,Barramundi,U,61.2,3.2,line,FV-063,25.1,25.2,True,70.4
C1462,2024-07-24,Cairns Inlet,Spanish Mackerel,F,71.3,3.4,line,FV-071,8.8,24.6,False,61.2
C1292,2024-07-24,Cairns Inlet,Spanish Mackerel,F,93.3,7.86,line,FV-041,39.0,24.2,True,141.48
C0255,2024-07-24,Frankland Islands,Coral Trout,F,43.9,1.14,line,FV-012,26.1,25.0,True,31.92
C0242,2024-07-25,Fitzroy Reef,Coral Trout,F,56.2,2.63,trap,FV-041,42.3,24.7,True,73.64
C1555,2024-07-25,Green Island,Mangrove Jack,M,39.7,0.88,line,FV-071,8.0,24.9,True,17.6
C0476,2024-07-26,Michaelmas Cay,Barramundi,F,69.2,5.41,line,FV-088,19.0,25.4,True,119.02
C1629,2024-07-26,Cairns Inlet,Mangrove Jack,M,36.0,0.59,trap,FV-041,31.9,24.6,True,11.8
C1189,2024-07-26,Frankland Islands,Barramundi,F,74.3,5.45,spear,FV-088,29.2,24.4,True,119.9
C1740,2024-07-27,Frankland Islands,Coral Trout,M,36.2,0.44,trap,FV-071,34.8,24.5,False,12.32
C1399,2024-07-28,Fitzroy Reef,Grass Emperor,F,35.4,0.66,spear,FV-088,38.7,24.3,True,9.9
C0571,2024-07-28,Michaelmas Cay,Mangrove Jack,F,35.6,0.62,spear,FV-063,4.9,25.1,True,12.4
C0953,2024-07-28,Fitzroy Reef,Spanish Mackerel,M,83.0,4.31,trap,FV-058,42.0,24.0,True,77.58
C1088,2024-07-28,Green Island,Mangrove Jack,F,41.6,1.02,spear,FV-012,29.0,24.3,True,20.4
C0065,2024-07-29,Fitzroy Reef,Barramundi,F,61.8,2.71,net,FV-012,42.4,24.8,True,59.62
C0615,2024-07-30,Trinity Bay,Red Emperor,M,60.1,3.42,trap,FV-058,6.8,25.3,True,88.92
C0480,2024-07-30,Green Island,Red Emperor,U,54.4,2.36,spear,FV-063,29.7,25.0,True,61.36
C1273,2024-07-30,Trinity Bay,Mangrove Jack,M,44.0,1.2,line,FV-071,16.3,25.2,True,24.0
C0012,2024-07-30,Frankland Islands,Red Emperor,M,56.5,2.56,trap,FV-041,9.3,23.9,True,66.56
C0854,2024-07-30,Green Island,Mangrove Jack,M,39.9,0.91,net,FV-058,23.3,24.5,True,18.2
C0136,2024-07-31,Michaelmas Cay,Red Emperor,F,52.3,1.95,spear,FV-063,14.1,24.4,True,50.7
C1369,2024-07-31,Cairns Inlet,Coral Trout,M,41.3,1.0,line,FV-071,25.3,24.7,True,28.0
C0946,2024-07-31,Michaelmas Cay,Barramundi,F,74.3,5.15,spear,FV-012,6.9,23.6,True,113.3
C0700,2024-08-01,Trinity Bay,Spanish Mackerel,U,72.5,3.09,trap,FV-088,35.6,23.0,False,55.62
C1903,2024-08-01,Michaelmas Cay,Barramundi,F,60.4,3.08,net,FV-058,21.5,24.4,True,67.76
C0224,2024-08-02,Trinity Bay,Mangrove Jack,M,42.0,1.01,line,FV-063,23.4,25.4,True,20.2
C0024,2024-08-03,Green Island,Grass Emperor,U,27.7,0.3,trap,FV-071,30.8,24.3,False,4.5
C1236,2024-08-03,Michaelmas Cay,Mangrove Jack,F,36.4,0.59,trap,FV-027,16.9,23.1,True,11.8
C0874,2024-08-04,Fitzroy Reef,Coral Trout,F,49.8,1.84,line,FV-012,23.3,24.0,True,51.52
C0983,2024-08-04,Frankland Islands,Coral Trout,F,48.6,1.47,line,FV-027,42.1,25.1,True,41.16
C1631,2024-08-04,Trinity Bay,Coral Trout,U,48.6,1.5,line,FV-012,18.8,23.6,True,42.0
C0244,2024-08-04,Frankland Islands,Coral Trout,F,41.3,1.04,line,FV-012,41.9,23.3,True,29.12
C0453,2024-08-04,Fitzroy Reef,Barramundi,F,64.1,2.78,net,FV-071,8.1,23.2,True,61.16
C1328,2024-08-05,Frankland Islands,Grass Emperor,F,37.9,0.77,trap,FV-012,30.5,24.9,True,11.55
C1342,2024-08-05,Trinity Bay,Coral Trout,M,43.7,1.12,line,FV-058,16.9,25.5,True,31.36
C1022,2024-08-05,Michaelmas Cay,Grass Emperor,F,51.1,2.15,net,FV-063,35.6,24.4,True,32.25
C0795,2024-08-06,Fitzroy Reef,Coral Trout,F,31.2,0.38,trap,FV-058,12.7,25.0,False,10.64
C1070,2024-08-06,Cairns Inlet,Red Emperor,U,59.6,3.2,line,FV-041,17.2,24.0,True,83.2
C1464,2024-08-07,Michaelmas Cay,Mangrove Jack,F,32.2,0.47,trap,FV-058,6.5,24.7,False,9.4
C1949,2024-08-07,Green Island,Mangrove Jack,M,52.0,2.15,line,FV-027,38.0,24.0,True,43.0
C1634,2024-08-08,Michaelmas Cay,Barramundi,M,75.6,6.12,trap,FV-058,3.3,24.4,True,134.64
C1749,2024-08-08,Fitzroy Reef,Barramundi,U,57.1,3.06,line,FV-041,33.8,23.6,False,67.32
C1975,2024-08-09,Michaelmas Cay,Grass Emperor,M,48.7,1.82,line,FV-088,20.7,23.4,True,27.3
C0834,2024-08-10,Green Island,Mangrove Jack,M,30.4,0.37,line,FV-034,25.8,23.8,False,7.4
C0025,2024-08-10,Cairns Inlet,Barramundi,F,59.8,2.8,spear,FV-063,30.3,25.3,True,61.6
C1439,2024-08-10,Trinity Bay,Coral Trout,M,35.0,0.54,spear,FV-034,5.9,23.9,False,15.12
C1846,2024-08-11,Green Island,Spanish Mackerel,M,73.5,3.08,trap,FV-041,24.4,24.3,False,55.44
C0823,2024-08-11,Trinity Bay,Grass Emperor,M,31.5,0.48,net,FV-012,6.3,23.9,True,7.2
C0704,2024-08-11,Frankland Islands,Barramundi,F,59.6,3.06,line,FV-063,34.7,25.4,True,67.32
C1351,2024-08-12,Green Island,Barramundi,M,66.9,4.17,line,FV-071,32.6,23.5,True,91.74
C0595,2024-08-12,Frankland Islands,Spanish Mackerel,U,77.5,4.06,line,FV-027,44.0,24.7,True,73.08
C0977,2024-08-12,Michaelmas Cay,Mangrove Jack,M,45.5,1.58,spear,FV-058,20.7,24.8,True,31.6
C1447,2024-08-13,Michaelmas Cay,Mangrove Jack,F,49.6,1.6,trap,FV-034,4.3,24.0,True,32.0
C0814,2024-08-16,Fitzroy Reef,Coral Trout,U,37.2,0.72,spear,FV-071,27.6,23.4,False,20.16
C0582,2024-08-17,Cairns Inlet,Coral Trout,M,46.7,1.53,trap,FV-058,15.9,23.3,True,42.84
C1275,2024-08-17,Frankland Islands,Coral Trout,F,38.6,0.65,line,FV-071,27.5,24.2,True,18.2
C1779,2024-08-18,Frankland Islands,Barramundi,F,60.4,3.38,line,FV-027,10.3,23.9,True,74.36
C0270,2024-08-18,Trinity Bay,Coral Trout,F,49.1,1.81,trap,FV-071,41.7,24.2,True,50.68
C0902,2024-08-20,Fitzroy Reef,Mangrove Jack,M,31.9,0.42,line,FV-071,37.6,24.0,False,8.4
C0095,2024-08-20,Green Island,Red Emperor,F,53.8,2.04,spear,FV-063,32.1,23.1,True,53.04
C0271,2024-08-20,Frankland Islands,Mangrove Jack,M,38.7,0.71,spear,FV-012,14.4,23.4,True,14.2
C0075,2024-08-20,Michaelmas Cay,Coral Trout,F,60.4,3.02,line,FV-088,25.8,24.1,True,84.56
C0584,2024-08-21,Cairns Inlet,Red Emperor,F,51.8,2.01,line,FV-041,37.9,23.6,True,52.26
C1547,2024-08-21,Fitzroy Reef,Barramundi,F,61.8,3.22,spear,FV-012,18.4,23.6,True,70.84
C0338,2024-08-21,Green Island,Grass Emperor,M,45.3,1.39,trap,FV-012,8.5,23.1,True,20.85
C1363,2024-08-22,Frankland Islands,Mangrove Jack,F,29.4,0.34,line,FV-063,22.6,24.1,False,6.8
C1610,2024-08-22,Trinity Bay,Spanish Mackerel,F,94.3,7.24,trap,FV-034,34.5,24.3,True,130.32
C1214,2024-08-22,Frankland Islands,Mangrove Jack,M,28.8,0.33,line,FV-071,37.5,23.8,False,6.6
C1485,2024-08-23,Trinity Bay,Red Emperor,F,47.4,1.61,spear,FV-027,17.0,24.6,True,41.86
C0058,2024-08-23,Green Island,Spanish Mackerel,U,73.3,3.41,trap,FV-071,10.3,23.4,False,61.38
C0565,2024-08-24,Trinity Bay,Barramundi,F,54.0,1.98,trap,FV-071,37.0,23.7,False,43.56
C1509,2024-08-25,Trinity Bay,Mangrove Jack,F,49.1,1.65,spear,FV-034,24.6,22.9,True,33.0
C1293,2024-08-25,Frankland Islands,Coral Trout,M,45.2,1.27,net,FV-058,25.9,23.5,True,35.56
C0643,2024-08-25,Michaelmas Cay,Spanish Mackerel,M,75.6,3.79,spear,FV-027,20.6,24.2,True,68.22
C0380,2024-08-25,Trinity Bay,Mangrove Jack,F,44.2,1.17,trap,FV-058,36.1,23.5,True,23.4
C1479,2024-08-26,Michaelmas Cay,Coral Trout,M,42.4,1.09,spear,FV-012,10.0,22.1,True,30.52
C1233,2024-08-26,Green Island,Red Emperor,M,63.7,3.83,spear,FV-058,44.9,23.6,True,99.58
C1087,2024-08-27,Michaelmas Cay,Coral Trout,M,49.0,1.46,spear,FV-058,43.5,23.7,True,40.88
C0347,2024-08-27,Fitzroy Reef,Coral Trout,M,50.5,1.87,spear,FV-041,6.9,23.1,True,52.36
C0333,2024-08-27,Michaelmas Cay,Barramundi,M,71.0,4.91,line,FV-088,29.4,23.3,True,108.02
C0701,2024-08-28,Trinity Bay,Coral Trout,M,42.5,1.16,trap,FV-034,27.7,23.0,True,32.48
C0567,2024-08-28,Michaelmas Cay,Coral Trout,M,54.9,2.61,spear,FV-027,19.1,24.6,True,73.08
C1707,2024-08-28,Cairns Inlet,Barramundi,M,69.9,5.28,trap,FV-058,11.9,22.9,True,116.16
C1966,2024-08-28,Trinity Bay,Spanish Mackerel,F,84.2,5.53,net,FV-012,29.2,23.4,True,99.54
C0893,2024-08-29,Fitzroy Reef,Grass Emperor,M,37.2,0.77,spear,FV-012,40.7,23.0,True,11.55
C0373,2024-08-29,Trinity Bay,Coral Trout,M,42.3,1.09,line,FV-027,16.1,22.2,True,30.52
C1674,2024-08-29,Michaelmas Cay,Mangrove Jack,F,32.0,0.46,line,FV-071,43.8,23.2,False,9.2
C1589,2024-08-29,Fitzroy Reef,Spanish Mackerel,M,79.2,4.41,line,FV-058,8.6,23.3,True,79.38
C1107,2024-08-30,Trinity Bay,Barramundi,M,59.8,3.53,spear,FV-071,16.1,24.2,True,77.66
C0343,2024-08-30,Fitzroy Reef,Coral Trout,F,49.4,1.91,line,FV-058,20.8,24.2,True,53.48
C0027,2024-08-30,Frankland Islands,Barramundi,F,61.2,2.37,line,FV-063,6.4,23.4,True,52.14
C0561,2024-09-01,Fitzroy Reef,Spanish Mackerel,M,79.0,4.24,net,FV-071,17.0,23.4,True,76.32
C1637,2024-09-01,Green Island,Grass Emperor,M,28.8,0.38,spear,FV-027,9.8,23.2,True,5.7
C1218,2024-09-01,Green Island,Mangrove Jack,M,50.4,1.85,line,FV-027,20.2,23.2,True,37.0
C0648,2024-09-01,Green Island,Coral Trout,M,43.5,1.15,line,FV-088,21.2,23.9,True,32.2
